1	Угу	Угу	INTJ	_	_	_	_	_	@gt1987m-Words#@gt1987m#16.836#17.143	
197	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#5.693#5.992	
198	что	что	SCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#5.992#6.291	
199	вот	вот	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#6.291#6.59	
200	ээ	ээ	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#6.59#6.889	
201	скажем	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#6.889#7.188	
202	ли-	ли-	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#7.188#7.487	
203	ну	ну	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#7.487#7.786	
204	либеральная	либеральный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#7.786#8.085	
205	позиция	позиция	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#8.085#8.384	
206	да	да	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#8.384#8.692	
207	Она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@dnk1993m-Words#@dnk1993m#8.923#9.653	
208	скорее	скорее	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#9.706#10.475	
209	всегда	всегда	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#10.508#11.157	
210	выступает	выступать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#11.157#11.806	
211	просто	просто	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#12.363#12.715	
212	как	как	ADV	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#12.715#13.067	
213	оппозиция	оппозиция	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#13.067#13.421	
214	не	не	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#13.451#13.848	
215	как	как	ADV	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#13.848#14.245	
216	альтернатива	альтернатива	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#14.245#14.644	
217	и	и	CCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#14.673#14.924	
218	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@dnk1993m-Words#@dnk1993m#14.924#15.175	
219	оппонирует	оппонировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#15.175#15.426	
220	прямо	прямо	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#15.426#15.677	
221	всему	все	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#15.677#15.928	
222	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#15.928#16.179	
223	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#16.179#16.43	
224	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#16.43#16.682	
225	Вот	вот	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#16.971#17.295	
226	допустим	допустить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#17.295#17.619	
227	Путин	Путин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#17.619#17.943	
228	то	то	SCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#17.943#18.269	
229	значит	значить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#18.307#18.551	
230	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@dnk1993m-Words#@dnk1993m#18.551#18.795	
231	вот	вот	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#18.795#19.039	
232	так	так	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#19.039#19.283	
233	типа	типa	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#19.283#19.527	
234	вот	вот	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#19.586#19.809	
235	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@dnk1993m-Words#@dnk1993m#19.809#20.032	
236	так	так	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#20.032#20.255	
237	себя	себя	PRON	_	Case=Acc	_	_	_	@dnk1993m-Words#@dnk1993m#20.255#20.478	
238	ведут	вести	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#20.478#20.701	
239	А-а	А-	CCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#21.205#21.646	
240	Надо	надо	VUX	_		_	_	_	@dnk1993m-Words#@dnk1993m#21.646#22.087	
241	типа	типа	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#22.087#22.528	
242	по	по	ADP	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#22.528#22.969	
243	конкретным	конкретный	ADJ	_	Case=Dat|Degree=Pos|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#22.969#23.41	
244	вопросам	вопрос	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#23.41#23.851	
245	оппонировать	оппонировать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#23.851#24.298	
246	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#24.332#24.604	
247	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@dnk1993m-Words#@dnk1993m#24.604#24.876	
248	оппонируем	оппонировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#24.876#25.148	
249	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#25.148#25.42	
250	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@dnk1993m-Words#@dnk1993m#25.42#25.692	
251	не	не	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#25.692#25.964	
252	оппонируем	оппонировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#25.964#26.236	
253	допустим	допустить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#26.236#26.508	
254	например	например	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#26.508#26.788	
255	Вот	вот	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#26.913#27.128	
256	как	как	SCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#27.128#27.343	
257	в	в	ADP	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#27.343#27.558	
258	случае	случай	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#27.558#27.773	
259	с	с	ADP	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#27.773#27.988	
260	Лимоновым	Лимонов	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#27.988#28.203	
261	так	так	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#28.203#28.418	
262	вышло	выйти	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#28.418#28.634	
263	То	То	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#28.788#28.893	
264	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#28.893#28.999	
265	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#29.201#29.396	
266	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@dnk1993m-Words#@dnk1993m#29.396#29.591	
267	с	с	ADP	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#29.591#29.786	
268	вами	вы	PRON	_	Case=Ins|Number=Plur|Person=2	_	_	_	@dnk1993m-Words#@dnk1993m#29.786#29.981	
269	не	не	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#29.981#30.176	
270	согласны	согласный	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@dnk1993m-Words#@dnk1993m#30.176#30.374	
271	а	а	CCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#30.455#30.699	
272	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#30.699#30.943	
273	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@dnk1993m-Words#@dnk1993m#30.943#31.187	
274	молодцы	молодец	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#31.187#31.431	
275	типа	типа	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#31.431#31.676	
276	Понятно	понятно	ADV	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#31.932#32.701	
277	из	из	ADP	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#32.917#33.143	
278	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#33.143#33.369	
279	из	из	ADP	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#33.369#33.595	
280	всего	все	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#33.595#33.821	
281	что-о	что-о	SCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#33.922#34.258	
282	кто	кто	PRON	_	Case=Nom	_	_	_	@dnk1993m-Words#@dnk1993m#34.402#34.849	
283	хочет	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#34.849#35.296	
284	действительно	действительно	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#35.296#35.743	
285	решать	решать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#35.743#36.19	
286	какие-то	какой-то	PRON	_	Case=Acc|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#36.19#36.637	
287	проблемы	проблема	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#36.637#37.085	
288	и	и	CCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#37.113#37.481	
289	кто	кто	PRON	_	Case=Nom	_	_	_	@dnk1993m-Words#@dnk1993m#37.481#37.849	
290	действительно	действительно	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#37.849#38.217	
291	выступает	выступать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#38.217#38.585	
292	за	за	ADP	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#38.585#38.953	
293	какую-то	какой-то	PRON	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#38.953#39.321	
294	идею	идея	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#39.321#39.692	
295	вот	вот	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#40.23#40.48	
296	а	а	CCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#40.598#40.869	
297	кто	кто	PRON	_	Case=Nom	_	_	_	@dnk1993m-Words#@dnk1993m#40.869#41.14	
298	просто	просто	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#41.14#41.411	
299	хочет	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#41.411#41.685	
300	а-а	а-	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#42.108#42.639	
301	ценой	цена	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#42.639#43.17	
302	популистских	популистский	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#43.17#43.701	
303	таких	такой	PRON	_	Case=Gen|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#43.716#44.134	
304	же	же	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#44.134#44.552	
305	популистских	популистский	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#44.552#44.97	
306	как	как	SCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#44.97#45.388	
307	и-и	и-и	CCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#45.388#45.807	
308	те	тот	PRON	_	Case=Nom|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#45.851#46.165	
309	лозунги	лозунг	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#46.165#46.479	
310	которым	который	PRON	_	Case=Dat	_	_	_	@dnk1993m-Words#@dnk1993m#46.479#46.793	
311	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@dnk1993m-Words#@dnk1993m#46.793#47.107	
312	оппонируют	оппонировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#47.107#47.423	
313	Ценой	цена	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#47.794#48.198	
314	этого	этот	PRON	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#48.198#48.602	
315	популизма	популизм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#48.602#49.006	
316	контрпопулизма	контрпопулизм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#49.174#49.972	
317	хочет	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#50.374#51.041	
318	завладеть	владеть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#51.041#51.708	
319	короче	короче	ADV	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#51.708#52.376	
320	типа	типа	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#52.682#53.163	
321	ситуацией	ситуация	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#53.163#53.644	
322	Ну	ну	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#53.749#53.934	
323	на	на	ADP	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#53.934#54.119	
324	мой	мой	PRON	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#54.119#54.304	
325	взгляд	взгляд	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#54.304#54.49	
326	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#54.749#55.071	
327	показательно	показательно	ADV	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dnk1993m-Words#@dnk1993m#55.071#55.393	
328	Угу	 угу	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#63.996#64.429	
329	Это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#75.728#76.103	
330	сто	сто	NUM	_	Case=Nom	_	_	_	@dnk1993m-Words#@dnk1993m#76.103#76.478	
331	процентов	процент	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#76.478#76.853	
332	Ну	ну	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#103.211#103.632	
333	Ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@dnk1993m-Words#@dnk1993m#104.472#104.699	
334	сам	сам	PRON	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#104.699#104.926	
335	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#104.926#105.153	
336	кто	кто	PRON	_	Case=Nom	_	_	_	@dnk1993m-Words#@dnk1993m#105.153#105.38	
337	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@dnk1993m-Words#@dnk1993m#105.38#105.607	
338	симпатичнее	симпатичный	ADJ	_	Degree=Cmp	_	_	_	@dnk1993m-Words#@dnk1993m#105.607#105.834	
339	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@dnk1993m-Words#@dnk1993m#105.834#106.061	
340	тут	тут	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#106.061#106.288	
341	так	так	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#106.288#106.515	
342	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#106.515#106.742	
343	поставил	ставить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#106.742#106.971	
344	Ну	ну	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#114.581#114.932	
345	как	как	SCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#114.932#115.283	
346	ну	ну	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#115.384#115.629	
347	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dnk1993m-Words#@dnk1993m#115.629#115.874	
348	Вот	вот	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#115.874#116.119	
349	опять	опять	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#116.119#116.364	
350	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@dnk1993m-Words#@dnk1993m#116.364#116.609	
351	хочешь	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#116.609#116.854	
352	чтоб	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@dnk1993m-Words#@dnk1993m#116.854#117.099	
353	типа	типа	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#117.099#117.346	
354	Ну	ну	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#117.701#118.012	
355	какое	какой	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#118.012#118.323	
356	разделение	разделение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#118.323#118.634	
357	Я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dnk1993m-Words#@dnk1993m#118.634#118.945	
358	не	не	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#118.945#119.256	
359	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#119.256#119.567	
360	просто	просто	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#119.567#119.878	
361	кто-то	кто-то	PRON	_	Case=Nom	_	_	_	@dnk1993m-Words#@dnk1993m#119.878#120.196	
362	кто-то	кто-то	PRON	_	Case=Nom	_	_	_	@dnk1993m-Words#@dnk1993m#120.682#120.914	
363	Ну	ну	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#120.914#121.146	
364	там	там	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#121.146#121.378	
365	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#121.378#121.61	
366	же	же	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#121.61#121.842	
367	вот	вот	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#121.842#122.074	
368	этих	этот	PRON	_	Case=Acc|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#122.074#122.306	
369	В	в	ADP	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#122.461#122.658	
370	две	два	NUM	_	Animacy=Inan|Case=Acc|Gender=Fem	_	_	_	@dnk1993m-Words#@dnk1993m#122.658#122.855	
371	колонны	колонна	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#122.855#123.052	
372	же	же	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#123.052#123.249	
373	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@dnk1993m-Words#@dnk1993m#123.249#123.446	
374	не	не	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#123.446#123.643	
375	идут	идти	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#123.643#123.84	
376	через	через	ADP	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#123.84#124.037	
377	границу	граница	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#124.037#124.234	
378	типа	типа	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#124.234#124.432	
379	вот	вот	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#124.489#124.757	
380	эта	этот	PRON	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#124.757#125.025	
381	колонна	колонна	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#125.025#125.293	
382	вот	вот	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#125.293#125.561	
383	этих	этот	PRON	_	Case=Gen|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#125.561#125.829	
384	простых	простой	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#125.829#126.097	
385	безумцев	безумец	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dnk1993m-Words#@dnk1993m#126.097#126.365	
386	а	а	CCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#126.365#126.633	
387	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#126.633#126.901	
